Database	Gene	Serotype	Identity	Template / HSP length	Contig	Position in contig	Accession number	SRR6875375
O_type	wzy	O4	99.25	1197 / 1188	contig00002 len=525720 cov=28.3 corr=0 origname=NODE_2_length_525720_cov_28.305058_pilon sw=shovill-spades/1.0.9 date=20210126	474389..475585	AY568960	MVC674
H_type	fliC	H28	100.0	1740 / 1740	contig00014 len=166262 cov=24.6 corr=0 origname=NODE_14_length_166262_cov_24.640497_pilon sw=shovill-spades/1.0.9 date=20210127	98922..100661	AAJT02000052	SRR8297456
O_type	wzy	O117	100.0	881 / 1323	contig00062 len=2273 cov=4.1 corr=1 origname=NODE_62_length_2273_cov_4.108108_pilon sw=shovill-spades/1.0.9 date=20210127	1393..2273	DQ465247	SRR8297456
O_type	wzx	O117	100.0	880 / 1218	contig00006 len=255893 cov=25.9 corr=0 origname=NODE_6_length_255893_cov_25.854660_pilon sw=shovill-spades/1.0.9 date=20210127	4..883	EU694096	SRR8297456
O_type	wzy	O117	100.0	881 / 1323	contig00062 len=2273 cov=4.1 corr=1 origname=NODE_62_length_2273_cov_4.108108_pilon sw=shovill-spades/1.0.9 date=20210127	1393..2273	EU694096	SRR8297456
H_type	fliC	H14	96.79	1653 / 1653	contig00011 len=147779 cov=28.0 corr=0 origname=NODE_11_length_147779_cov_28.012929_pilon sw=shovill-spades/1.0.9 date=20210126	93316..94968	AY249998	SRR8728085
O_type	wzx	O21	99.92	1236 / 1236	contig00002 len=597351 cov=31.8 corr=0 origname=NODE_2_length_597351_cov_31.758816_pilon sw=shovill-spades/1.0.9 date=20210126	3326..4561	EU694098	SRR8728085
O_type	wzy	O21	100.0	1037 / 1083	contig00002 len=597351 cov=31.8 corr=0 origname=NODE_2_length_597351_cov_31.758816_pilon sw=shovill-spades/1.0.9 date=20210126	1..1037	EU694098	SRR8728085
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=481790 cov=25.6 corr=0 origname=NODE_1_length_481790_cov_25.574470_pilon sw=shovill-spades/1.0.9 date=20210126	427993..429660	CP000247	SRR8176779
O_type	wzx	O83	100.0	1443 / 1443	contig00004 len=343726 cov=27.3 corr=0 origname=NODE_4_length_343726_cov_27.274177_pilon sw=shovill-spades/1.0.9 date=20210126	4859..6301	AB812035	SRR8176779
H_type	fliC	H31	100.0	1668 / 1668	contig00005 len=443523 cov=22.6 corr=0 origname=NODE_5_length_443523_cov_22.554635_pilon sw=shovill-spades/1.0.9 date=20210126	384915..386582	CP000247	SRR10095184
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=681981 cov=24.1 corr=0 origname=NODE_2_length_681981_cov_24.092419_pilon sw=shovill-spades/1.0.9 date=20210126	98380..99822	AB812035	SRR10095184
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1217166 cov=15.3 corr=0 origname=NODE_1_length_1217166_cov_15.309256_pilon sw=shovill-spades/1.0.9 date=20210127	787507..789174	CP000247	SRR11892815
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1217166 cov=15.3 corr=0 origname=NODE_1_length_1217166_cov_15.309256_pilon sw=shovill-spades/1.0.9 date=20210127	618688..620130	AB812035	SRR11892815
H_type	fliC	H31	100.0	1668 / 1668	contig00008 len=203224 cov=30.8 corr=0 origname=NODE_8_length_203224_cov_30.834550_pilon sw=shovill-spades/1.0.9 date=20210126	181977..183644	CP000247	MVC286
O_type	wzx	O75	98.04	1533 / 1533	contig00022 len=58503 cov=30.2 corr=0 origname=NODE_22_length_58503_cov_30.164183_pilon sw=shovill-spades/1.0.9 date=20210126	16240..17772	GU299795	MVC286
O_type	wzy	O75	98.32	1074 / 1074	contig00022 len=58503 cov=30.2 corr=0 origname=NODE_22_length_58503_cov_30.164183_pilon sw=shovill-spades/1.0.9 date=20210126	10268..11341	GU299795	MVC286
H_type	fliC	H31	100.0	1668 / 1668	contig00011 len=190118 cov=30.2 corr=0 origname=NODE_11_length_190118_cov_30.215058_pilon sw=shovill-spades/1.0.9 date=20210125	134144..135811	CP000247	SRR8861527
O_type	wzx	O4	100.0	1239 / 1239	contig00002 len=637527 cov=37.1 corr=0 origname=NODE_2_length_637527_cov_37.136097_pilon sw=shovill-spades/1.0.9 date=20210125	584449..585687	AY568960	SRR8861527
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=637527 cov=37.1 corr=0 origname=NODE_2_length_637527_cov_37.136097_pilon sw=shovill-spades/1.0.9 date=20210125	586583..587770	AY568960	SRR8861527
H_type	fliC	H31	100.0	1668 / 1668	contig00006 len=304211 cov=36.7 corr=0 origname=NODE_6_length_304211_cov_36.673975_pilon sw=shovill-spades/1.0.9 date=20210126	44005..45672	CP000247	SRR8236058
O_type	wzx	O4	99.92	1239 / 1239	contig00009 len=235075 cov=40.3 corr=0 origname=NODE_9_length_235075_cov_40.263411_pilon sw=shovill-spades/1.0.9 date=20210126	1314..2552	AY568960	SRR8236058
O_type	wzy	O4	100.0	723 / 1188	contig00041 len=11150 cov=28.1 corr=0 origname=NODE_41_length_11150_cov_28.137893_pilon sw=shovill-spades/1.0.9 date=20210126	10428..11150	AY568960	SRR8236058
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=760560 cov=9.7 corr=0 origname=NODE_2_length_760560_cov_9.679590_pilon sw=shovill-spades/1.0.9 date=20210127	197165..198832	CP000247	SRR12736111
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=760560 cov=9.7 corr=0 origname=NODE_2_length_760560_cov_9.679590_pilon sw=shovill-spades/1.0.9 date=20210127	366191..367633	AB812035	SRR12736111
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=760560 cov=9.7 corr=0 origname=NODE_2_length_760560_cov_9.679590_pilon sw=shovill-spades/1.0.9 date=20210127	364959..366194	AB812035	SRR12736111
H_type	fliC	H31	100.0	1668 / 1668	contig00020 len=66487 cov=35.8 corr=0 origname=NODE_20_length_66487_cov_35.778963_pilon sw=shovill-spades/1.0.9 date=20210126	15320..16987	CP000247	SRR12744076
O_type	wzx	O83	99.79	1443 / 1443	contig00001 len=625458 cov=37.7 corr=0 origname=NODE_1_length_625458_cov_37.681681_pilon sw=shovill-spades/1.0.9 date=20210126	188..1630	AB812035	SRR12744076
O_type	wzy	O83	99.9	996 / 1236	contig00059 len=2410 cov=2.8 corr=0 origname=NODE_59_length_2410_cov_2.790626_pilon sw=shovill-spades/1.0.9 date=20210126	1415..2410	AB812035	SRR12744076
H_type	fliC	H31	100.0	1668 / 1668	contig00005 len=364142 cov=33.3 corr=1 origname=NODE_5_length_364142_cov_33.260929_pilon sw=shovill-spades/1.0.9 date=20210126	296280..297947	CP000247	SRR8632533
O_type	wzx	O4	99.92	1239 / 1239	contig00002 len=597033 cov=35.1 corr=0 origname=NODE_2_length_597033_cov_35.109056_pilon sw=shovill-spades/1.0.9 date=20210126	583412..584650	AY568960	SRR8632533
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=597033 cov=35.1 corr=0 origname=NODE_2_length_597033_cov_35.109056_pilon sw=shovill-spades/1.0.9 date=20210126	585546..586733	AY568960	SRR8632533
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=217723 cov=28.8 corr=0 origname=NODE_9_length_217723_cov_28.791844_pilon sw=shovill-spades/1.0.9 date=20210126	155486..157153	CP000247	SRR12509139
O_type	wzy	O18	100.0	1191 / 1191	contig00002 len=422307 cov=34.0 corr=0 origname=NODE_2_length_422307_cov_34.044232_pilon sw=shovill-spades/1.0.9 date=20210126	412572..413762	GU299793	SRR12509139
O_type	wzy	O18ac	100.0	1146 / 1146	contig00002 len=422307 cov=34.0 corr=0 origname=NODE_2_length_422307_cov_34.044232_pilon sw=shovill-spades/1.0.9 date=20210126	412617..413762	AB811603	SRR12509139
O_type	wzx	O18ac	100.0	1248 / 1248	contig00002 len=422307 cov=34.0 corr=0 origname=NODE_2_length_422307_cov_34.044232_pilon sw=shovill-spades/1.0.9 date=20210126	411268..412515	GU299793	SRR12509139
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=611454 cov=27.9 corr=0 origname=NODE_2_length_611454_cov_27.889278_pilon sw=shovill-spades/1.0.9 date=20210126	427779..429446	CP000247	MVC450
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=679971 cov=28.7 corr=0 origname=NODE_1_length_679971_cov_28.737849_pilon sw=shovill-spades/1.0.9 date=20210126	52221..53459	AY568960	MVC450
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=679971 cov=28.7 corr=0 origname=NODE_1_length_679971_cov_28.737849_pilon sw=shovill-spades/1.0.9 date=20210126	50138..51325	AY568960	MVC450
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=622405 cov=19.8 corr=0 origname=NODE_2_length_622405_cov_19.782444_pilon sw=shovill-spades/1.0.9 date=20210127	182002..183669	CP000247	MVAST6197
O_type	wzy	O2	98.03	963 / 963	contig00001 len=681140 cov=22.0 corr=0 origname=NODE_1_length_681140_cov_21.991808_pilon sw=shovill-spades/1.0.9 date=20210127	630925..631887	EU549863	MVAST6197
O_type	wzy	O2/O50	98.03	963 / 963	contig00001 len=681140 cov=22.0 corr=0 origname=NODE_1_length_681140_cov_21.991808_pilon sw=shovill-spades/1.0.9 date=20210127	630925..631887	EU549863	MVAST6197
O_type	wzx	O2/O50	98.65	1263 / 1263	contig00001 len=681140 cov=22.0 corr=0 origname=NODE_1_length_681140_cov_21.991808_pilon sw=shovill-spades/1.0.9 date=20210127	627951..629213	EU549863-AB811624	MVAST6197
O_type	wzx	O50	98.65	1263 / 1263	contig00001 len=681140 cov=22.0 corr=0 origname=NODE_1_length_681140_cov_21.991808_pilon sw=shovill-spades/1.0.9 date=20210127	627951..629213	KY115227	MVAST6197
H_type	fliC	H31	100.0	1668 / 1668	contig00022 len=65408 cov=36.9 corr=0 origname=NODE_22_length_65408_cov_36.933886_pilon sw=shovill-spades/1.0.9 date=20210126	19668..21335	CP000247	SRR7853506
O_type	wzx	O4	99.92	1239 / 1239	contig00003 len=384176 cov=40.4 corr=0 origname=NODE_3_length_384176_cov_40.359441_pilon sw=shovill-spades/1.0.9 date=20210126	370428..371666	AY568960	SRR7853506
O_type	wzy	O4	100.0	1188 / 1188	contig00003 len=384176 cov=40.4 corr=0 origname=NODE_3_length_384176_cov_40.359441_pilon sw=shovill-spades/1.0.9 date=20210126	372562..373749	AY568960	SRR7853506
H_type	fliC	H31	100.0	1668 / 1668	contig00027 len=57600 cov=24.9 corr=0 origname=NODE_27_length_57600_cov_24.940824_pilon sw=shovill-spades/1.0.9 date=20210126	12860..14527	CP000247	SRR12387684
O_type	wzx	O83	100.0	1330 / 1443	contig00021 len=83481 cov=26.0 corr=0 origname=NODE_21_length_83481_cov_25.957938_pilon sw=shovill-spades/1.0.9 date=20210126	82152..83481	AB812035	SRR12387684
H_type	fliC	H14	96.79	1653 / 1653	contig00002 len=498561 cov=28.9 corr=0 origname=NODE_2_length_498561_cov_28.898788_pilon sw=shovill-spades/1.0.9 date=20210126	103875..105527	AY249998	MVC401
O_type	wzx	O21	99.92	1236 / 1236	contig00005 len=344322 cov=29.5 corr=0 origname=NODE_5_length_344322_cov_29.474093_pilon sw=shovill-spades/1.0.9 date=20210126	312891..314126	EU694098	MVC401
O_type	wzy	O21	100.0	770 / 1083	contig00005 len=344322 cov=29.5 corr=0 origname=NODE_5_length_344322_cov_29.474093_pilon sw=shovill-spades/1.0.9 date=20210126	316692..317461	EU694098	MVC401
H_type	fliC	H31	100.0	1668 / 1668	contig00021 len=66054 cov=41.1 corr=0 origname=NODE_21_length_66054_cov_41.143174_pilon sw=shovill-spades/1.0.9 date=20210126	43178..44845	CP000247	SRR12849898
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=250889 cov=43.1 corr=0 origname=NODE_2_length_250889_cov_43.121861_pilon sw=shovill-spades/1.0.9 date=20210126	249290..250732	AB812035	SRR12849898
H_type	fliC	H31	100.0	1668 / 1668	contig00012 len=150557 cov=31.4 corr=0 origname=NODE_12_length_150557_cov_31.416725_pilon sw=shovill-spades/1.0.9 date=20210127	136591..138258	CP000247	SRR8216447
O_type	wzx	O15	99.76	1245 / 1245	contig00001 len=585721 cov=34.3 corr=0 origname=NODE_1_length_585721_cov_34.347135_pilon sw=shovill-spades/1.0.9 date=20210127	1374..2617	AY647261	SRR8216447
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1026864 cov=28.4 corr=0 origname=NODE_1_length_1026864_cov_28.445019_pilon sw=shovill-spades/1.0.9 date=20210126	598185..599852	CP000247	CVAST0125
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1026864 cov=28.4 corr=0 origname=NODE_1_length_1026864_cov_28.445019_pilon sw=shovill-spades/1.0.9 date=20210126	429364..430806	AB812035	CVAST0125
H_type	fliC	H31	100.0	1668 / 1668	contig00010 len=198201 cov=28.7 corr=0 origname=NODE_10_length_198201_cov_28.672961_pilon sw=shovill-spades/1.0.9 date=20210126	148807..150474	CP000247	SRR9016923
O_type	wzx	O4	99.92	1239 / 1239	contig00002 len=354200 cov=31.5 corr=0 origname=NODE_2_length_354200_cov_31.535409_pilon sw=shovill-spades/1.0.9 date=20210126	12511..13749	AY568960	SRR9016923
O_type	wzy	O4	99.92	1188 / 1188	contig00002 len=354200 cov=31.5 corr=0 origname=NODE_2_length_354200_cov_31.535409_pilon sw=shovill-spades/1.0.9 date=20210126	10428..11615	AY568960	SRR9016923
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=503253 cov=34.3 corr=0 origname=NODE_1_length_503253_cov_34.283271_pilon sw=shovill-spades/1.0.9 date=20210125	37781..39448	CP000247	SRR11668373
O_type	wzx	O15	100.0	1245 / 1245	contig00004 len=430148 cov=34.4 corr=1 origname=NODE_4_length_430148_cov_34.371711_pilon sw=shovill-spades/1.0.9 date=20210125	393257..394501	AY647261	SRR11668373
O_type	wzy	O15	100.0	1179 / 1179	contig00004 len=430148 cov=34.4 corr=1 origname=NODE_4_length_430148_cov_34.371711_pilon sw=shovill-spades/1.0.9 date=20210125	395534..396712	AY647261	SRR11668373
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=611597 cov=20.4 corr=0 origname=NODE_2_length_611597_cov_20.422454_pilon sw=shovill-spades/1.0.9 date=20210127	181938..183605	CP000247	SRR11080870
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=619373 cov=28.2 corr=0 origname=NODE_2_length_619373_cov_28.159101_pilon sw=shovill-spades/1.0.9 date=20210126	598055..599722	CP000247	MVC304
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=619373 cov=28.2 corr=0 origname=NODE_2_length_619373_cov_28.159101_pilon sw=shovill-spades/1.0.9 date=20210126	429226..430668	AB812035	MVC304
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=429709 cov=15.7 corr=0 origname=NODE_2_length_429709_cov_15.707180_pilon sw=shovill-spades/1.0.9 date=20210127	43127..44794	CP000247	SRR7064554
O_type	wzx	O83	100.0	1443 / 1443	contig00008 len=231189 cov=16.2 corr=0 origname=NODE_8_length_231189_cov_16.192273_pilon sw=shovill-spades/1.0.9 date=20210127	289..1731	AB812035	SRR7064554
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=359125 cov=23.0 corr=0 origname=NODE_3_length_359125_cov_22.962017_pilon sw=shovill-spades/1.0.9 date=20210127	7463..9130	CP000247	SRR784241
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=503088 cov=24.6 corr=0 origname=NODE_1_length_503088_cov_24.578614_pilon sw=shovill-spades/1.0.9 date=20210127	109347..110789	AB812035	SRR784241
O_type	wzy	O83	100.0	1236 / 1236	contig00001 len=503088 cov=24.6 corr=0 origname=NODE_1_length_503088_cov_24.578614_pilon sw=shovill-spades/1.0.9 date=20210127	108115..109350	AB812035	SRR784241
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=917248 cov=30.9 corr=0 origname=NODE_1_length_917248_cov_30.887838_pilon sw=shovill-spades/1.0.9 date=20210127	530667..532334	CP000247	SRR11187237
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=917248 cov=30.9 corr=0 origname=NODE_1_length_917248_cov_30.887838_pilon sw=shovill-spades/1.0.9 date=20210127	361822..363264	AB812035	SRR11187237
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=963879 cov=19.2 corr=0 origname=NODE_1_length_963879_cov_19.173523_pilon sw=shovill-spades/1.0.9 date=20210127	751006..752673	CP000247	SRR11892828
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=963879 cov=19.2 corr=0 origname=NODE_1_length_963879_cov_19.173523_pilon sw=shovill-spades/1.0.9 date=20210127	582185..583627	AB812035	SRR11892828
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=204079 cov=46.6 corr=0 origname=NODE_9_length_204079_cov_46.604897_pilon sw=shovill-spades/1.0.9 date=20210126	43266..44933	CP000247	SRR12017858
O_type	wzx	O15	100.0	1245 / 1245	contig00012 len=163364 cov=50.9 corr=0 origname=NODE_12_length_163364_cov_50.908758_pilon sw=shovill-spades/1.0.9 date=20210126	33186..34430	AY647261	SRR12017858
O_type	wzy	O15	100.0	1179 / 1179	contig00012 len=163364 cov=50.9 corr=0 origname=NODE_12_length_163364_cov_50.908758_pilon sw=shovill-spades/1.0.9 date=20210126	30975..32153	AY647261	SRR12017858
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=1018114 cov=15.1 corr=0 origname=NODE_2_length_1018114_cov_15.060736_pilon sw=shovill-spades/1.0.9 date=20210127	615846..617513	CP000247	ERR3328344
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=1018114 cov=15.1 corr=0 origname=NODE_2_length_1018114_cov_15.060736_pilon sw=shovill-spades/1.0.9 date=20210127	447027..448469	AB812035	ERR3328344
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=1018114 cov=15.1 corr=0 origname=NODE_2_length_1018114_cov_15.060736_pilon sw=shovill-spades/1.0.9 date=20210127	448466..449701	AB812035	ERR3328344
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=645805 cov=25.0 corr=0 origname=NODE_2_length_645805_cov_24.997307_pilon sw=shovill-spades/1.0.9 date=20210127	427976..429643	CP000247	MVC515
O_type	wzx	O4	100.0	1239 / 1239	contig00002 len=645805 cov=25.0 corr=0 origname=NODE_2_length_645805_cov_24.997307_pilon sw=shovill-spades/1.0.9 date=20210127	601649..602887	AY568960	MVC515
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=645805 cov=25.0 corr=0 origname=NODE_2_length_645805_cov_24.997307_pilon sw=shovill-spades/1.0.9 date=20210127	599566..600753	AY568960	MVC515
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=880458 cov=25.2 corr=0 origname=NODE_1_length_880458_cov_25.205552_pilon sw=shovill-spades/1.0.9 date=20210126	144217..145884	CP000247	J02
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=880458 cov=25.2 corr=0 origname=NODE_1_length_880458_cov_25.205552_pilon sw=shovill-spades/1.0.9 date=20210126	313260..314702	AB812035	J02
H_type	fliC	H31	100.0	1668 / 1668	contig00005 len=228240 cov=20.9 corr=0 origname=NODE_5_length_228240_cov_20.882116_pilon sw=shovill-spades/1.0.9 date=20210127	58125..59792	CP000247	SRR5006336
O_type	wzy	O18	100.0	1191 / 1191	contig00045 len=19978 cov=20.4 corr=0 origname=NODE_45_length_19978_cov_20.413741_pilon sw=shovill-spades/1.0.9 date=20210127	8481..9671	GU299793	SRR5006336
O_type	wzy	O18ac	100.0	1146 / 1146	contig00045 len=19978 cov=20.4 corr=0 origname=NODE_45_length_19978_cov_20.413741_pilon sw=shovill-spades/1.0.9 date=20210127	8481..9626	AB811603	SRR5006336
O_type	wzx	O18ac	100.0	1248 / 1248	contig00045 len=19978 cov=20.4 corr=0 origname=NODE_45_length_19978_cov_20.413741_pilon sw=shovill-spades/1.0.9 date=20210127	9728..10975	GU299793	SRR5006336
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1188013 cov=7.4 corr=0 origname=NODE_1_length_1188013_cov_7.439048_pilon sw=shovill-spades/1.0.9 date=20210127	758366..760033	CP000247	MVC138
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=1188013 cov=7.4 corr=0 origname=NODE_1_length_1188013_cov_7.439048_pilon sw=shovill-spades/1.0.9 date=20210127	585132..586370	AY568960	MVC138
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=1188013 cov=7.4 corr=0 origname=NODE_1_length_1188013_cov_7.439048_pilon sw=shovill-spades/1.0.9 date=20210127	587266..588453	AY568960	MVC138
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=215423 cov=20.6 corr=0 origname=NODE_9_length_215423_cov_20.603561_pilon sw=shovill-spades/1.0.9 date=20210126	155470..157137	CP000247	CHOG5
O_type	wzy	O18	100.0	1191 / 1191	contig00002 len=422270 cov=22.0 corr=0 origname=NODE_2_length_422270_cov_21.981393_pilon sw=shovill-spades/1.0.9 date=20210126	8525..9715	GU299793	CHOG5
O_type	wzy	O18ac	100.0	1146 / 1146	contig00002 len=422270 cov=22.0 corr=0 origname=NODE_2_length_422270_cov_21.981393_pilon sw=shovill-spades/1.0.9 date=20210126	8525..9670	AB811603	CHOG5
O_type	wzx	O18ac	100.0	1248 / 1248	contig00002 len=422270 cov=22.0 corr=0 origname=NODE_2_length_422270_cov_21.981393_pilon sw=shovill-spades/1.0.9 date=20210126	9772..11019	GU299793	CHOG5
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=926310 cov=27.1 corr=0 origname=NODE_1_length_926310_cov_27.057312_pilon sw=shovill-spades/1.0.9 date=20210126	488381..490048	CP000247	MVC29
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=926310 cov=27.1 corr=0 origname=NODE_1_length_926310_cov_27.057312_pilon sw=shovill-spades/1.0.9 date=20210126	315141..316379	AY568960	MVC29
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=926310 cov=27.1 corr=0 origname=NODE_1_length_926310_cov_27.057312_pilon sw=shovill-spades/1.0.9 date=20210126	317275..318462	AY568960	MVC29
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=611454 cov=29.7 corr=0 origname=NODE_2_length_611454_cov_29.653864_pilon sw=shovill-spades/1.0.9 date=20210126	182009..183676	CP000247	MVC586
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=471323 cov=7.9 corr=0 origname=NODE_1_length_471323_cov_7.883377_pilon sw=shovill-spades/1.0.9 date=20210127	47094..48761	CP000247	SRR11658586
O_type	wzy	O6	100.0	1344 / 1344	contig00032 len=19151 cov=8.0 corr=0 origname=NODE_32_length_19151_cov_8.034611_pilon sw=shovill-spades/1.0.9 date=20210127	10496..11839	AJ426423	SRR11658586
H_type	fliC	H31	100.0	1668 / 1668	contig00027 len=59714 cov=14.5 corr=0 origname=NODE_27_length_59714_cov_14.547233_pilon sw=shovill-spades/1.0.9 date=20210127	50962..52629	CP000247	SRR8544057
O_type	wzx	O15	100.0	1042 / 1245	contig00006 len=141590 cov=16.0 corr=0 origname=NODE_6_length_141590_cov_16.042145_pilon sw=shovill-spades/1.0.9 date=20210127	1..1042	AY647261	SRR8544057
